"['Braum', 'Corki', 'RekSai', 'Rumble', 'Zed']","['Ahri', 'JarvanIV', 'Maokai', 'Sivir', 'Thresh']",0.0
"['Annie', 'Corki', 'Irelia', 'Lissandra', 'RekSai']","['Cassiopeia', 'Janna', 'JarvanIV', 'Jinx', 'Rumble']",0.0
"['Ahri', 'Graves', 'Janna', 'RekSai', 'Sion']","['JarvanIV', 'Kassadin', 'Renekton', 'Sivir', 'Thresh']",1.0
"['Ahri', 'Graves', 'Janna', 'Maokai', 'RekSai']","['Irelia', 'JarvanIV', 'Leblanc', 'Sivir', 'Thresh']",1.0
"['Janna', 'Lulu', 'Morgana', 'RekSai', 'Sivir']","['Braum', 'Corki', 'DrMundo', 'Nunu', 'Zed']",0.0
"['Gnar', 'Graves', 'JarvanIV', 'Morgana', 'Syndra']","['Braum', 'Corki', 'Maokai', 'RekSai', 'Zed']",1.0
"['Fizz', 'Graves', 'Leblanc', 'Nami', 'RekSai']","['Corki', 'Ezreal', 'Janna', 'JarvanIV', 'Maokai']",0.0
"['Braum', 'Corki', 'Kennen', 'Lissandra', 'RekSai']","['Graves', 'Hecarim', 'Morgana', 'Nidalee', 'Viktor']",0.0
"['Janna', 'Lissandra', 'Maokai', 'RekSai', 'Sivir']","['Ezreal', 'Graves', 'Morgana', 'Renekton', 'Vi']",0.0
"['Ezreal', 'JarvanIV', 'Kalista', 'Maokai', 'Thresh']","['Corki', 'Hecarim', 'Janna', 'Kassadin', 'RekSai']",0.0
"['Graves', 'Kassadin', 'Maokai', 'RekSai', 'Veigar']","['Annie', 'Corki', 'Ezreal', 'Rengar', 'Rumble']",0.0
"['Corki', 'Maokai', 'Morgana', 'Nidalee', 'Zed']","['Gnar', 'JarvanIV', 'Kalista', 'Leblanc', 'Thresh']",0.0
"['Graves', 'Kassadin', 'LeeSin', 'Leona', 'Morgana']","['Annie', 'Corki', 'Irelia', 'Leblanc', 'RekSai']",0.0
"['Braum', 'Ezreal', 'Nidalee', 'Rumble', 'Tristana']","['Janna', 'Jinx', 'Morgana', 'RekSai', 'Zed']",1.0
"['Gragas', 'Morgana', 'RekSai', 'Sivir', 'Zed']","['Ahri', 'Annie', 'Ezreal', 'FiddleSticks', 'Maokai']",0.0
"['Ahri', 'Annie', 'Rumble', 'Sivir', 'Vi']","['Corki', 'Kennen', 'Leblanc', 'LeeSin', 'Leona']",0.0
"['Graves', 'Janna', 'Lissandra', 'Sejuani', 'Viktor']","['Hecarim', 'Jinx', 'Lulu', 'RekSai', 'Thresh']",1.0
"['Corki', 'JarvanIV', 'Kennen', 'Leona', 'Viktor']","['Lulu', 'RekSai', 'Sivir', 'Thresh', 'Zed']",1.0
"['Graves', 'Karthus', 'Kennen', 'LeeSin', 'Leona']","['Braum', 'Corki', 'Lulu', 'Vi', 'Zed']",0.0
"['JarvanIV', 'Kalista', 'Kennen', 'Thresh', 'Zed']","['Graves', 'Janna', 'Leblanc', 'Rumble', 'Vi']",1.0
"['Graves', 'Kennen', 'Lissandra', 'Morgana', 'Sejuani']","['Ahri', 'Annie', 'Corki', 'JarvanIV', 'RekSai']",0.0
"['Annie', 'Lissandra', 'Nidalee', 'Rumble', 'Sivir']","['Gragas', 'Janna', 'Lucian', 'Orianna', 'RekSai']",0.0
"['Braum', 'JarvanIV', 'Jinx', 'Kennen', 'Lulu']","['Graves', 'Karthus', 'Leona', 'Maokai', 'Vi']",1.0
"['Graves', 'Leblanc', 'RekSai', 'Rumble', 'Thresh']","['Corki', 'JarvanIV', 'Leona', 'Maokai', 'Viktor']",0.0
"['Kalista', 'Kennen', 'Thresh', 'Vi', 'Zed']","['Ahri', 'Graves', 'Irelia', 'Janna', 'LeeSin']",0.0
"['Chogath', 'Gragas', 'Irelia', 'Leona', 'Lucian']","['Graves', 'Janna', 'Nidalee', 'Rumble', 'Yasuo']",1.0
"['Cassiopeia', 'DrMundo', 'Janna', 'Kalista', 'RekSai']","['Lissandra', 'Lucian', 'Maokai', 'Nautilus', 'Vi']",1.0
"['DrMundo', 'Lucian', 'Lulu', 'RekSai', 'Zed']","['Corki', 'Maokai', 'Nunu', 'Thresh', 'Urgot']",1.0
"['Ahri', 'Kalista', 'Sion', 'Thresh', 'Vi']","['Hecarim', 'Janna', 'Leblanc', 'Tristana', 'Zac']",0.0
"['Janna', 'Karthus', 'Lucian', 'Lulu', 'Sejuani']","['Gragas', 'Graves', 'Morgana', 'Orianna', 'Vi']",1.0
"['Janna', 'Sion', 'Tristana', 'Xerath', 'Zac']","['Fizz', 'Hecarim', 'Morgana', 'Sejuani', 'Sivir']",1.0
"['Corki', 'Lulu', 'Sejuani', 'Thresh', 'Zed']","['Ahri', 'Janna', 'Jinx', 'Kennen', 'RekSai']",0.0
"['Graves', 'Lulu', 'Sejuani', 'Thresh', 'Vladimir']","['Corki', 'Lucian', 'Maokai', 'Nautilus', 'Nunu']",0.0
"['Graves', 'Hecarim', 'Nidalee', 'Thresh', 'Yasuo']","['Janna', 'Lulu', 'Nunu', 'Twitch', 'Zed']",0.0
"['Alistar', 'Gragas', 'KogMaw', 'Lissandra', 'Yasuo']","['Ahri', 'Janna', 'Lulu', 'Nunu', 'Vayne']",1.0
"['Caitlyn', 'Irelia', 'Morgana', 'Nunu', 'Rumble']","['Kennen', 'Lucian', 'Nautilus', 'Sejuani', 'Zed']",1.0
"['Graves', 'Maokai', 'Orianna', 'RekSai', 'Thresh']","['Corki', 'Lulu', 'Rumble', 'Sejuani', 'Sivir']",1.0
"['Caitlyn', 'Ezreal', 'Nautilus', 'Nidalee', 'Sion']","['Annie', 'Graves', 'RekSai', 'Renekton', 'Vladimir']",0.0
"['Cassiopeia', 'Nautilus', 'RekSai', 'Sion', 'Twitch']","['Janna', 'KogMaw', 'Lulu', 'Nidalee', 'Urgot']",1.0
"['Graves', 'Janna', 'Leblanc', 'RekSai', 'Rumble']","['Annie', 'Katarina', 'Lucian', 'Sion', 'Zac']",1.0
"['Chogath', 'LeeSin', 'Lulu', 'Sion', 'Sivir']","['Gragas', 'Janna', 'Lissandra', 'Urgot', 'Varus']",0.0
"['Lissandra', 'Lucian', 'Maokai', 'Nautilus', 'Vi']","['Chogath', 'Graves', 'Kennen', 'Leona', 'RekSai']",0.0
"['Diana', 'Kennen', 'Sivir', 'Thresh', 'Zac']","['Annie', 'Hecarim', 'Kalista', 'Lissandra', 'Sejuani']",1.0
"['Graves', 'Nunu', 'Rumble', 'Thresh', 'Vladimir']","['Gragas', 'Lissandra', 'Morgana', 'RekSai', 'Sivir']",0.0
"['Alistar', 'Jax', 'Kalista', 'Lulu', 'RekSai']","['Corki', 'Graves', 'Leona', 'Rumble', 'Vi']",1.0
"['Corki', 'Hecarim', 'Lissandra', 'RekSai', 'Thresh']","['Janna', 'Lucian', 'Lulu', 'Sejuani', 'Zed']",1.0
"['Draven', 'JarvanIV', 'Maokai', 'Morgana', 'Zac']","['Alistar', 'Hecarim', 'Lissandra', 'Vayne', 'Vi']",0.0
"['Gragas', 'KogMaw', 'Nautilus', 'Rumble', 'Sivir']","['Maokai', 'RekSai', 'Thresh', 'Urgot', 'Viktor']",0.0
"['Azir', 'Corki', 'RekSai', 'Rumble', 'Thresh']","['Annie', 'Cassiopeia', 'Gnar', 'Gragas', 'Kalista']",1.0
"['Alistar', 'Ashe', 'KogMaw', 'LeeSin', 'Maokai']","['Annie', 'Azir', 'Hecarim', 'Kalista', 'Sejuani']",0.0
"['Gnar', 'RekSai', 'Thresh', 'Urgot', 'Ziggs']","['Alistar', 'Evelynn', 'Fizz', 'Sivir', 'Yasuo']",1.0
"['Fizz', 'Hecarim', 'Nunu', 'Sivir', 'Thresh']","['Kassadin', 'Nautilus', 'Rumble', 'Sejuani', 'Vayne']",1.0
"['Cassiopeia', 'Nunu', 'Rumble', 'Sivir', 'Thresh']","['Graves', 'Irelia', 'Nautilus', 'Sejuani', 'Vladimir']",0.0
"['Gnar', 'Kalista', 'Nautilus', 'Vladimir', 'Zac']","['Ashe', 'KogMaw', 'Maokai', 'RekSai', 'Thresh']",0.0
"['Alistar', 'Evelynn', 'Hecarim', 'Leblanc', 'Sivir']","['Azir', 'Gnar', 'Kalista', 'Sejuani', 'Thresh']",1.0
"['Alistar', 'Rumble', 'Sejuani', 'Sivir', 'Viktor']","['Evelynn', 'Hecarim', 'Kalista', 'Kassadin', 'Morgana']",0.0
"['Gragas', 'Lucian', 'Thresh', 'Viktor', 'Vladimir']","['Alistar', 'Hecarim', 'Jinx', 'LeeSin', 'Malphite']",1.0
"['Corki', 'Gragas', 'Irelia', 'Nautilus', 'Varus']","['Azir', 'Kalista', 'RekSai', 'Ryze', 'Thresh']",1.0
"['Ezreal', 'Nautilus', 'Ryze', 'Sejuani', 'Viktor']","['Maokai', 'RekSai', 'Sivir', 'Thresh', 'TwistedFate']",1.0
"['Annie', 'Gnar', 'Leblanc', 'RekSai', 'Vayne']","['Azir', 'LeeSin', 'Rumble', 'Sivir', 'Thresh']",0.0
"['Kalista', 'Maokai', 'Nautilus', 'Sejuani', 'Ziggs']","['RekSai', 'Rumble', 'Sivir', 'Thresh', 'Varus']",1.0
"['Azir', 'Kalista', 'Morgana', 'Ryze', 'Zac']","['Corki', 'Gragas', 'Irelia', 'Nautilus', 'Varus']",0.0
"['Azir', 'Gragas', 'Lucian', 'Maokai', 'Nautilus']","['Janna', 'Leblanc', 'Rumble', 'Sejuani', 'Sivir']",1.0
"['Cassiopeia', 'Janna', 'Maokai', 'RekSai', 'Vayne']","['Alistar', 'JarvanIV', 'Ryze', 'Sivir', 'Urgot']",1.0
"['Azir', 'Kalista', 'LeeSin', 'Maokai', 'Nautilus']","['Bard', 'Gnar', 'Leblanc', 'RekSai', 'Sivir']",1.0
"['Ashe', 'Orianna', 'Rumble', 'Sejuani', 'Thresh']","['Bard', 'Gragas', 'Irelia', 'Kalista', 'Leblanc']",1.0
"['Azir', 'Nautilus', 'RekSai', 'Rumble', 'Sivir']","['Ezreal', 'Gnar', 'KogMaw', 'Thresh', 'Zac']",1.0
"['Ekko', 'Gnar', 'Janna', 'RekSai', 'Sivir']","['Azir', 'Hecarim', 'Jinx', 'Nunu', 'Thresh']",1.0
"['Bard', 'Ekko', 'Gragas', 'Hecarim', 'Kalista']","['Fizz', 'KogMaw', 'Morgana', 'RekSai', 'Sivir']",1.0
"['Alistar', 'Corki', 'Ekko', 'Hecarim', 'Leblanc']","['Azir', 'Fizz', 'Lucian', 'Nautilus', 'Nunu']",0.0
"['Alistar', 'Leblanc', 'LeeSin', 'Maokai', 'Sivir']","['DrMundo', 'Janna', 'Lucian', 'Nidalee', 'Viktor']",0.0
"['Alistar', 'Hecarim', 'JarvanIV', 'Rumble', 'Sivir']","['Ashe', 'Bard', 'Ekko', 'Gragas', 'Lulu']",1.0
"['Gragas', 'Jinx', 'Karma', 'Maokai', 'Varus']","['Alistar', 'Azir', 'Corki', 'Fizz', 'Nunu']",0.0
"['Annie', 'Ekko', 'Kalista', 'RekSai', 'Rumble']","['Corki', 'Gragas', 'Malphite', 'Vladimir', 'Yasuo']",0.0
"['Annie', 'Kalista', 'Kassadin', 'LeeSin', 'Rumble']","['Hecarim', 'Leblanc', 'Nautilus', 'Sejuani', 'Tristana']",1.0
"['Annie', 'Azir', 'Kalista', 'Maokai', 'RekSai']","['Gragas', 'JarvanIV', 'Nautilus', 'Rumble', 'Tristana']",1.0
"['Azir', 'Bard', 'Gnar', 'Nunu', 'Sivir']","['Hecarim', 'Janna', 'RekSai', 'Vayne', 'Xerath']",0.0
"['Alistar', 'Corki', 'Hecarim', 'TwistedFate', 'XinZhao']","['Ekko', 'Graves', 'Janna', 'RekSai', 'Varus']",0.0
"['Azir', 'Corki', 'Nautilus', 'RekSai', 'Rumble']","['Alistar', 'Gnar', 'Gragas', 'Kalista', 'KogMaw']",1.0
"['Annie', 'Jayce', 'Kalista', 'Rumble', 'Sejuani']","['Alistar', 'Azir', 'Corki', 'Gnar', 'RekSai']",1.0
"['Ekko', 'RekSai', 'Thresh', 'Urgot', 'Vayne']","['Gragas', 'Hecarim', 'Nautilus', 'Sivir', 'Viktor']",0.0
"['Annie', 'Jayce', 'Jinx', 'Rumble', 'Sejuani']","['Azir', 'Maokai', 'Nidalee', 'Sivir', 'Thresh']",0.0
"['Gragas', 'Kalista', 'Rumble', 'Thresh', 'Varus']","['Alistar', 'Azir', 'Corki', 'Evelynn', 'Irelia']",0.0
"['Rumble', 'Thresh', 'Tristana', 'Urgot', 'XinZhao']","['Annie', 'Azir', 'Gnar', 'Kalista', 'RekSai']",1.0
"['Alistar', 'Ashe', 'Gnar', 'KogMaw', 'RekSai']","['Azir', 'Ekko', 'Fizz', 'Nautilus', 'Sivir']",0.0
"['Hecarim', 'Kalista', 'Nidalee', 'RekSai', 'Thresh']","['Corki', 'Gragas', 'Nautilus', 'Rumble', 'Yasuo']",1.0
"['Jayce', 'Kalista', 'Rumble', 'Sejuani', 'Thresh']","['Corki', 'JarvanIV', 'Lulu', 'Nautilus', 'RekSai']",1.0
"['Kassadin', 'Maokai', 'Nautilus', 'Nocturne', 'Sivir']","['Evelynn', 'Hecarim', 'Jinx', 'Rumble', 'Thresh']",1.0
"['Annie', 'Azir', 'Ekko', 'Sion', 'Sivir']","['Ashe', 'Bard', 'Evelynn', 'Gnar', 'TwistedFate']",0.0
"['Azir', 'Gnar', 'JarvanIV', 'Kalista', 'Thresh']","['Annie', 'Nocturne', 'Shen', 'Sivir', 'Viktor']",0.0
"['Annie', 'Ashe', 'Fizz', 'RekSai', 'Viktor']","['Azir', 'Ekko', 'Gnar', 'Sivir', 'Thresh']",0.0
"['Azir', 'Hecarim', 'Nautilus', 'RekSai', 'Sivir']","['Annie', 'Jayce', 'Jinx', 'Rumble', 'Sejuani']",0.0
"['Gragas', 'Hecarim', 'Janna', 'Orianna', 'Sivir']","['Alistar', 'Gnar', 'RekSai', 'Vayne', 'Viktor']",0.0
"['Alistar', 'LeeSin', 'Maokai', 'Orianna', 'Sivir']","['Annie', 'Jinx', 'Nocturne', 'Rumble', 'Viktor']",0.0
"['Alistar', 'Azir', 'JarvanIV', 'Rumble', 'Tristana']","['Evelynn', 'Gnar', 'KogMaw', 'Sivir', 'Thresh']",0.0
"['Gragas', 'Nautilus', 'Sivir', 'Viktor', 'Vladimir']","['Azir', 'Corki', 'Hecarim', 'RekSai', 'Thresh']",0.0
"['Kalista', 'Morgana', 'RekSai', 'Shen', 'Vladimir']","['Annie', 'Nautilus', 'Olaf', 'Sivir', 'Varus']",0.0
"['Ahri', 'Alistar', 'Graves', 'Nautilus', 'Nidalee']","['Braum', 'Corki', 'Ezreal', 'Gragas', 'Shen']",0.0
"['Alistar', 'Evelynn', 'Lulu', 'Tristana', 'Viktor']","['Ezreal', 'Gragas', 'Nautilus', 'Sivir', 'Thresh']",1.0
"['Alistar', 'Fizz', 'RekSai', 'Tristana', 'TwistedFate']","['Annie', 'Corki', 'Gragas', 'Nautilus', 'Yasuo']",1.0
"['Alistar', 'Gragas', 'Jinx', 'Lulu', 'Rumble']","['Nautilus', 'Nidalee', 'Orianna', 'Shen', 'Sivir']",1.0
"['Annie', 'Diana', 'Evelynn', 'Ezreal', 'Shen']","['Irelia', 'Kassadin', 'Nautilus', 'RekSai', 'Sivir']",0.0
"['Ahri', 'Annie', 'Kalista', 'RekSai', 'Shen']","['Diana', 'Gragas', 'Nautilus', 'Rumble', 'Tristana']",0.0
"['Gragas', 'Jinx', 'Lulu', 'Morgana', 'Rumble']","['Ezreal', 'Gnar', 'Janna', 'Nidalee', 'Sivir']",1.0
"['Annie', 'Corki', 'Ezreal', 'Gnar', 'Gragas']","['JarvanIV', 'Maokai', 'Nidalee', 'Shen', 'Sivir']",1.0
"['Alistar', 'Evelynn', 'Ezreal', 'Shen', 'Varus']","['Maokai', 'RekSai', 'Sivir', 'Thresh', 'TwistedFate']",1.0
"['Ezreal', 'Graves', 'JarvanIV', 'Shen', 'Thresh']","['Alistar', 'Corki', 'LeeSin', 'Rumble', 'Zed']",0.0
"['Azir', 'Gnar', 'Gragas', 'Janna', 'Sivir']","['Alistar', 'Ezreal', 'Maokai', 'RekSai', 'Vayne']",0.0
"['Braum', 'Corki', 'Ezreal', 'Nautilus', 'RekSai']","['Fizz', 'Gragas', 'Janna', 'Orianna', 'Tristana']",1.0
"['Maokai', 'Nidalee', 'Shen', 'Sivir', 'Urgot']","['Braum', 'RekSai', 'Rumble', 'Vayne', 'Viktor']",0.0
"['Azir', 'Gragas', 'Kalista', 'Maokai', 'Thresh']","['Ezreal', 'Jinx', 'Nautilus', 'Shen', 'Vi']",0.0
"['Gnar', 'LeeSin', 'Shen', 'Sivir', 'TwistedFate']","['Alistar', 'Corki', 'JarvanIV', 'Rumble', 'Varus']",0.0
"['Ahri', 'Gragas', 'Irelia', 'Janna', 'KogMaw']","['Azir', 'Braum', 'Maokai', 'RekSai', 'Tristana']",1.0
"['Kalista', 'Karma', 'Maokai', 'Orianna', 'Rengar']","['Diana', 'JarvanIV', 'LeeSin', 'Nautilus', 'Sivir']",0.0
"['Gragas', 'Jinx', 'Maokai', 'Orianna', 'Shen']","['Annie', 'Azir', 'Corki', 'Nautilus', 'RekSai']",1.0
"['Ahri', 'Alistar', 'Corki', 'LeeSin', 'Ryze']","['Gragas', 'Jinx', 'Nautilus', 'Shen', 'TwistedFate']",0.0
"['Fizz', 'Janna', 'Nautilus', 'Tristana', 'TwistedFate']","['Ahri', 'Alistar', 'Evelynn', 'Maokai', 'Vayne']",0.0
"['Ahri', 'Braum', 'Kalista', 'Rumble', 'Shyvana']","['Alistar', 'Corki', 'Evelynn', 'Maokai', 'MasterYi']",0.0
"['Janna', 'KogMaw', 'Maokai', 'Nidalee', 'Orianna']","['Annie', 'Corki', 'Gragas', 'Shen', 'TwistedFate']",0.0
"['Alistar', 'Ezreal', 'Fizz', 'Gragas', 'Tristana']","['Corki', 'Hecarim', 'Janna', 'RekSai', 'Viktor']",0.0
"['Braum', 'Rumble', 'Shen', 'Tristana', 'Vi']","['Ahri', 'Corki', 'Gnar', 'RekSai', 'Thresh']",1.0
"['Braum', 'Evelynn', 'Jayce', 'Rumble', 'Tristana']","['Alistar', 'Corki', 'Gragas', 'Maokai', 'Varus']",1.0
"['Janna', 'Kalista', 'Maokai', 'RekSai', 'TwistedFate']","['Fizz', 'Gragas', 'Nautilus', 'Sivir', 'Yasuo']",0.0
"['Kalista', 'Karma', 'Maokai', 'Nidalee', 'Orianna']","['Azir', 'Gragas', 'Janna', 'Kennen', 'Sivir']",1.0
"['Jinx', 'RekSai', 'Rumble', 'Thresh', 'Viktor']","['Gragas', 'Janna', 'KogMaw', 'Maokai', 'Tristana']",1.0
"['Bard', 'Elise', 'Syndra', 'Vayne', 'Vladimir']","['Alistar', 'LeeSin', 'Orianna', 'Shen', 'Sivir']",1.0
"['Azir', 'Braum', 'Maokai', 'Nidalee', 'Tristana']","['Gnar', 'Janna', 'Jinx', 'KogMaw', 'Vi']",1.0
"['Braum', 'Corki', 'Fizz', 'Gragas', 'Viktor']","['Janna', 'KogMaw', 'Maokai', 'Nidalee', 'Orianna']",1.0
"['Braum', 'KogMaw', 'Lulu', 'RekSai', 'Shen']","['Alistar', 'Ezreal', 'Gragas', 'Olaf', 'Tristana']",1.0
"['Janna', 'Lucian', 'Maokai', 'Nidalee', 'Orianna']","['Alistar', 'Azir', 'Evelynn', 'Shen', 'Sivir']",1.0
"['Jinx', 'Morgana', 'Nautilus', 'Nidalee', 'Viktor']","['Gragas', 'Janna', 'KogMaw', 'Maokai', 'Tristana']",1.0
"['Khazix', 'Lucian', 'Thresh', 'Zac', 'Zed']","['Karma', 'Maokai', 'Nunu', 'Orianna', 'Tristana']",0.0
"['Ekko', 'Nautilus', 'Riven', 'Sivir', 'Viktor']","['Ezreal', 'JarvanIV', 'KogMaw', 'RekSai', 'Thresh']",1.0
"['Ezreal', 'Gragas', 'Janna', 'Olaf', 'TwistedFate']","['Alistar', 'Corki', 'Jayce', 'RekSai', 'Rumble']",0.0
"['Annie', 'Gragas', 'Shen', 'Sivir', 'Viktor']","['Gnar', 'Karma', 'Orianna', 'Shyvana', 'Tristana']",1.0
"['Gragas', 'JarvanIV', 'Rumble', 'Shen', 'Sivir']","['Draven', 'Elise', 'Irelia', 'Kassadin', 'Thresh']",1.0
"['Annie', 'Azir', 'Gragas', 'Maokai', 'Sivir']","['Gnar', 'Janna', 'KogMaw', 'LeeSin', 'Viktor']",0.0
"['Alistar', 'Gragas', 'Orianna', 'Shen', 'Tristana']","['Ashe', 'Braum', 'Lulu', 'Maokai', 'Shyvana']",1.0
"['Alistar', 'Gnar', 'KogMaw', 'Nidalee', 'Orianna']","['Braum', 'Maokai', 'Rengar', 'Sivir', 'TwistedFate']",0.0
"['Kalista', 'Maokai', 'Nidalee', 'Thresh', 'Viktor']","['Fizz', 'Janna', 'Nautilus', 'Sivir', 'TwistedFate']",0.0
